,nom_time_YYYYMMDD,nom_time_JDN,avg_time_JDN,std_avg_time_days,tsi_1au,instr_acc_tsi_1au,instr_prec_tsi_1au,std_tsi_1au,tot_uncertainty_tsi_1au,tsi_earth,instr_acc_tsi_earth,instr_prec_tsi_earth,std_tsi_earth,tot_uncertainty_tsi_earth,flag
1,20030225.5,2452696,2452696.409,0.0029,1361.4919,0.4765,0.0068,0.03297,0.4777,1389.2020000000002,0.4862,0.0068,0.03385,0.4874,0
2,20030226.5,2452697,2452697.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
3,20030227.5,2452698,2452698.0069999998,0.0769,1361.4594,0.4765,0.0068,0.052379999999999996,0.4794,1388.0933,0.4858,0.0068,0.09312999999999999,0.4947,0
4,20030228.5,2452699,2452699.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
5,20030301.5,2452700,2452700.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
6,20030302.5,2452701,2452701.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
7,20030303.5,2452702,2452702.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
8,20030304.5,2452703,2452703.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
9,20030305.5,2452704,2452703.583,0.0561,1361.3077,0.4765,0.0068,0.03485,0.4777,1384.1028,0.4844,0.0068,0.05035,0.48700000000000004,0
10,20030306.5,2452705,2452705.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
11,20030307.5,2452706,2452706.022,0.4405,1361.3627,0.4765,0.0068,0.06072,0.4803,1382.4496,0.4839,0.0068,0.2971,0.5678,0
12,20030308.5,2452707,2452706.7569999998,0.3628,1361.3407,0.4765,0.0068,0.04702,0.4788,1381.9079,0.4837,0.0068,0.2721,0.555,0
13,20030309.5,2452708,2452707.913,0.4431,1361.3395,0.4765,0.0068,0.03607,0.4778,1381.0869,0.4834,0.0068,0.2968,0.5672,0
14,20030310.5,2452709,2452708.866,0.4368,1361.3523,0.4765,0.0068,0.07887999999999999,0.483,1380.4197,0.4831,0.0068,0.3571,0.6008,0
15,20030311.5,2452710,2452710.3819999998,0.2165,1361.0813,0.4764,0.0068,0.08123999999999999,0.4833,1379.0548,0.4827,0.0068,0.2279,0.5337,0
16,20030312.5,2452711,2452711.037,0.3061,1360.9977,0.4763,0.0068,0.08539,0.4839,1378.4961,0.4825,0.0068,0.2985,0.5674,0
17,20030313.5,2452712,2452711.799,0.1831,1360.8018,0.4763,0.0068,0.05826,0.4798,1377.7426,0.4822,0.0068,0.1713,0.5117,0
18,20030314.5,2452713,2452713.111,0.2342,1360.5577,0.4762,0.0068,0.08549,0.4838,1376.5327,0.4818,0.0068,0.2457,0.5408,0
19,20030315.5,2452714,2452713.975,0.2877,1360.4809,0.4762,0.0068,0.04465,0.4783,1375.8144,0.4815,0.0068,0.2124,0.5263,0
20,20030316.5,2452715,2452714.8140000002,0.2121,1360.4659,0.4762,0.0068,0.04994,0.4788,1375.1728,0.4813,0.0068,0.1591,0.5069,0
21,20030317.5,2452716,2452716.001,0.2871,1360.6904,0.4762,0.0068,0.1027,0.4872,1374.5045,0.4811,0.0068,0.1314,0.4987,0
22,20030318.5,2452717,2452717.059,0.2992,1360.9998,0.4763,0.0068,0.08881,0.4846,1374.0096,0.4809,0.0068,0.1592,0.5066,0
23,20030319.5,2452718,2452717.804,0.32799999999999996,1361.1619,0.4764,0.0068,0.04632,0.4787,1373.6,0.4808,0.0068,0.2486,0.5412,0
24,20030320.5,2452719,2452719.058,0.2769,1361.1993,0.4764,0.0068,0.05446,0.4795,1372.6633,0.4804,0.0068,0.2411,0.5375,0
25,20030321.5,2452720,2452719.997,0.2926,1361.1357,0.4764,0.0068,0.05003,0.479,1371.8637,0.4802,0.0068,0.2528,0.5426,0
26,20030322.5,2452721,2452721.009,0.2913,1361.1263,0.4764,0.0068,0.04891,0.4789,1371.0556,0.4799,0.0068,0.2263,0.5306,0
27,20030323.5,2452722,2452722.0069999998,0.284,1361.1959,0.4764,0.0068,0.049510000000000005,0.479,1370.3339,0.4796,0.0068,0.2085,0.523,0
28,20030324.5,2452723,2452722.995,0.2854,1361.2667,0.4764,0.0068,0.04927,0.479,1369.6174,0.4794,0.0068,0.225,0.5295,0
29,20030325.5,2452724,2452724.022,0.2773,1361.3442,0.4765,0.0068,0.05365,0.4795,1368.8751,0.4791,0.0068,0.2133,0.5244,0
30,20030326.5,2452725,2452725.022,0.3649,1361.1909,0.4764,0.0068,0.1478,0.4988,1367.9211,0.4788,0.0068,0.4353,0.6471,0
31,20030327.5,2452726,2452725.981,0.3012,1360.83,0.4763,0.0068,0.07801,0.4826,1366.7914,0.4784,0.0068,0.2987,0.564,0
32,20030328.5,2452727,2452727.023,0.2863,1360.7991,0.4763,0.0068,0.05223,0.4791,1365.9291,0.4781,0.0068,0.2455,0.5374,0
33,20030329.5,2452728,2452727.991,0.2813,1360.7617,0.4763,0.0068,0.052779999999999994,0.4792,1365.1201,0.4778,0.0068,0.2453,0.5371,0
34,20030330.5,2452729,2452728.9930000002,0.2918,1360.7905,0.4763,0.0068,0.04635,0.4785,1364.3531,0.4775,0.0068,0.2282,0.5293,0
35,20030331.5,2452730,2452729.995,0.2867,1360.861,0.4763,0.0068,0.059000000000000004,0.4799,1363.6313,0.4773,0.0068,0.1975,0.5165,0
36,20030401.5,2452731,2452730.711,0.035,1360.9344,0.4763,0.0068,0.04609,0.4786,1363.1398,0.4771,0.0068,0.04383,0.4791,0
37,20030402.5,2452732,2452732.495,0.0031,1361.1538,0.4764,0.0068,0.04243,0.4783,1361.961,0.4767,0.0068,0.04395,0.4787,0
38,20030403.5,2452733,2452733.0519999997,0.3068,1361.1717,0.4764,0.0068,0.06876,0.4813,1361.5449,0.4765,0.0068,0.2081,0.52,0
39,20030404.5,2452734,2452734.0130000003,0.2773,1361.2362,0.4764,0.0068,0.05039,0.4791,1360.8635,0.4763,0.0068,0.2143,0.5223,0
40,20030405.5,2452735,2452735.006,0.2859,1361.2841,0.4764,0.0068,0.05167000000000001,0.4792,1360.1442,0.4761,0.0068,0.2179,0.5236,0
41,20030406.5,2452736,2452736.012,0.2877,1361.2595,0.4764,0.0068,0.05135,0.4792,1359.3457,0.4758,0.0068,0.2315,0.5291,0
42,20030407.5,2452737,2452737.0209999997,0.2831,1361.1896,0.4764,0.0068,0.06477000000000001,0.4808,1358.5042,0.4755,0.0068,0.2601,0.542,0
43,20030408.5,2452738,2452738.057,0.2522,1361.0478,0.4764,0.0068,0.054279999999999995,0.4794,1357.5732,0.4752,0.0068,0.2131,0.5208,0
44,20030409.5,2452739,2452738.931,0.2842,1360.9455,0.4763,0.0068,0.0706,0.4815,1356.8077,0.4749,0.0068,0.2659,0.5443,0
45,20030410.5,2452740,2452740.016,0.3273,1360.8501,0.4763,0.0068,0.048780000000000004,0.4788,1355.8915,0.4746,0.0068,0.2648,0.5434,0
46,20030411.5,2452741,2452740.9930000002,0.2927,1360.9041,0.4763,0.0068,0.06953,0.4814,1355.2085,0.4743,0.0068,0.1797,0.5072,0
47,20030412.5,2452742,2452742.035,0.2911,1360.9939,0.4763,0.0068,0.06237,0.4804,1354.5135,0.4741,0.0068,0.1883,0.5101,0
48,20030413.5,2452743,2452743.001,0.28800000000000003,1361.1558,0.4764,0.0068,0.06215,0.4804,1353.9473,0.4739,0.0068,0.1801,0.5069,0
49,20030414.5,2452744,2452743.994,0.2868,1361.246,0.4764,0.0068,0.05421,0.4795,1353.2903,0.4737,0.0068,0.2048,0.516,0
50,20030415.5,2452745,2452744.902,0.3489,1361.3153,0.4765,0.0068,0.0585,0.48,1352.6757,0.4734,0.0068,0.2444,0.5328,0
51,20030416.5,2452746,2452745.998,0.3009,1361.2999,0.4765,0.0068,0.04898,0.479,1351.8343,0.4731,0.0068,0.2346,0.5281,0
52,20030417.5,2452747,2452747.176,0.3778,1361.2567,0.4764,0.0068,0.047760000000000004,0.4788,1350.9029999999998,0.4728,0.0068,0.2998,0.5599,0
53,20030418.5,2452748,2452747.988,0.28600000000000003,1361.2765,0.4764,0.0068,0.04963,0.479,1350.3102,0.4726,0.0068,0.2147,0.5191,0
54,20030419.5,2452749,2452749.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
55,20030420.5,2452750,2452750.28,0.1356,1361.3756,0.4765,0.0068,0.04822,0.4789,1348.6805,0.47200000000000003,0.0068,0.1172,0.4864,0
56,20030421.5,2452751,2452751.077,0.3038,1361.3767,0.4765,0.0068,0.058660000000000004,0.4801,1348.0833,0.4718,0.0068,0.244,0.5312,0
57,20030422.5,2452752,2452752.047,0.2463,1361.3466,0.4765,0.0068,0.06366000000000001,0.4807,1347.3276,0.4716,0.0068,0.2186,0.5198,0
58,20030423.5,2452753,2452753.113,0.2262,1361.2079,0.4764,0.0068,0.050910000000000004,0.4791,1346.3969,0.4712,0.0068,0.1723,0.5018,0
59,20030424.5,2452754,2452753.986,0.3526,1361.2574,0.4764,0.0068,0.05484,0.4796,1345.8009,0.47100000000000003,0.0068,0.2633,0.5396,0
60,20030425.5,2452755,2452754.99,0.2946,1361.1835,0.4764,0.0068,0.05616,0.4797,1344.991,0.4707,0.0068,0.2458,0.5311,0
61,20030426.5,2452756,2452756.012,0.2951,1361.1427,0.4764,0.0068,0.0506,0.4791,1344.2084,0.4705,0.0068,0.2171,0.5181,0
62,20030427.5,2452757,2452756.992,0.2928,1360.9449,0.4763,0.0068,0.08403,0.4837,1343.3089,0.4702,0.0068,0.2805,0.5475,0
63,20030428.5,2452758,2452758.008,0.2855,1360.7853,0.4763,0.0068,0.062079999999999996,0.4803,1342.4298,0.4699,0.0068,0.2396,0.5274,0
64,20030429.5,2452759,2452759.0409999997,0.2738,1360.6071,0.4762,0.0068,0.09358,0.4853,1341.5302,0.4695,0.0068,0.2743,0.5438,0
65,20030430.5,2452760,2452759.995,0.3085,1360.2813,0.4761,0.0068,0.08286,0.4833,1340.549,0.4692,0.0068,0.2829,0.5479,0
66,20030501.5,2452761,2452760.889,0.3192,1360.0837,0.47600000000000003,0.0068,0.06998,0.4811,1339.7442,0.4689,0.0068,0.268,0.5401,0
67,20030502.5,2452762,2452762.017,0.2483,1360.2103,0.4761,0.0068,0.08859,0.4842,1339.1102,0.4687,0.0068,0.1068,0.4807,0
68,20030503.5,2452763,2452762.969,0.2977,1360.4252,0.4761,0.0068,0.06647,0.4808,1338.6911,0.4685,0.0068,0.1508,0.4922,0
69,20030504.5,2452764,2452763.97,0.2878,1360.5853,0.4762,0.0068,0.07479,0.48200000000000004,1338.1948,0.4684,0.0068,0.142,0.4894,0
70,20030505.5,2452765,2452765.012,0.3102,1360.7815,0.4763,0.0068,0.09133,0.485,1337.7179999999998,0.4682,0.0068,0.1335,0.4869,0
71,20030506.5,2452766,2452766.077,0.2527,1360.9984,0.4763,0.0068,0.04912,0.4789,1337.2574,0.46799999999999997,0.0068,0.1434,0.4895,0
72,20030507.5,2452767,2452767.011,0.2856,1360.9968,0.4763,0.0068,0.06352999999999999,0.4806,1336.6736,0.4678,0.0068,0.2186,0.5164,0
73,20030508.5,2452768,2452768.055,0.3122,1360.9345,0.4763,0.0068,0.05252999999999999,0.4792,1335.971,0.4676,0.0068,0.18600000000000003,0.5032,0
74,20030509.5,2452769,2452768.991,0.2895,1361.0061,0.4764,0.0068,0.0576,0.4798,1335.4739,0.4674,0.0068,0.1479,0.4903,0
75,20030510.5,2452770,2452769.997,0.2912,1361.1262,0.4764,0.0068,0.0517,0.4792,1334.9903,0.4672,0.0068,0.1593,0.4937,0
76,20030511.5,2452771,2452771.067,0.3855,1361.1897,0.4764,0.0068,0.05127999999999999,0.4792,1334.4202,0.467,0.0068,0.2082,0.5113,0
77,20030512.5,2452772,2452772.005,0.2874,1361.2108,0.4764,0.0068,0.05125,0.4792,1333.8922,0.4669,0.0068,0.1814,0.5009,0
78,20030513.5,2452773,2452773.063,0.2558,1361.1539,0.4764,0.0068,0.07614,0.4824,1333.2242,0.4666,0.0068,0.2039,0.5092,0
79,20030514.5,2452774,2452773.986,0.2867,1361.1465,0.4764,0.0068,0.05467999999999999,0.4795,1332.6878,0.4664,0.0068,0.1428,0.4878,0
80,20030515.5,2452775,2452774.992,0.2935,1361.2222,0.4764,0.0068,0.055720000000000006,0.4797,1332.1894,0.4663,0.0068,0.1528,0.4907,0
81,20030516.5,2452776,2452775.999,0.2923,1361.3138,0.4765,0.0068,0.06595,0.48100000000000004,1331.7105,0.4661,0.0068,0.1422,0.4873,0
82,20030517.5,2452777,2452777.01,0.2899,1361.4513,0.4765,0.0068,0.05306,0.4795,1331.279,0.4659,0.0068,0.1501,0.4895,0
83,20030518.5,2452778,2452778.025,0.2889,1361.5169,0.4765,0.0068,0.0485,0.479,1330.7803,0.4658,0.0068,0.14800000000000002,0.4887,0
84,20030519.5,2452779,2452778.946,0.3129,1361.5267,0.4765,0.0068,0.0476,0.4789,1330.2842,0.4656,0.0068,0.1783,0.4986,0
85,20030520.5,2452780,2452779.515,0.009000000000000001,1361.5835,0.4766,0.0068,0.06145,0.4805,1330.0295,0.4655,0.0068,0.06468,0.47,0
86,20030521.5,2452781,2452780.973,0.2733,1361.5929,0.4766,0.0068,0.054779999999999995,0.4797,1329.2561,0.4652,0.0068,0.1272,0.4823,0
87,20030522.5,2452782,2452782.266,0.1384,1361.7421,0.4766,0.0068,0.05092,0.4793,1328.7227,0.4651,0.0068,0.07346,0.4708,0
88,20030523.5,2452783,2452782.996,0.2872,1361.7718,0.4766,0.0068,0.05295,0.4796,1328.3752,0.4649,0.0068,0.1606,0.4919,0
89,20030524.5,2452784,2452783.989,0.2856,1361.7282,0.4766,0.0068,0.06064,0.4804,1327.8296,0.4647,0.0068,0.1802,0.4985,0
90,20030525.5,2452785,2452784.992,0.2932,1361.5232,0.4765,0.0068,0.07642,0.4826,1327.1323,0.4645,0.0068,0.2096,0.5096,0
91,20030526.5,2452786,2452786.014,0.2912,1361.2831,0.4764,0.0068,0.1164,0.4905,1326.4034,0.4642,0.0068,0.2452,0.525,0
92,20030527.5,2452787,2452787.078,0.2491,1360.9889,0.4763,0.0068,0.05275,0.4793,1325.6157,0.46399999999999997,0.0068,0.1473,0.4868,0
93,20030528.5,2452788,2452787.997,0.2863,1360.8243,0.4763,0.0068,0.048310000000000006,0.4787,1325.0341,0.4638,0.0068,0.146,0.4862,0
94,20030529.5,2452789,2452789.01,0.2766,1360.9982,0.4763,0.0068,0.08269,0.4835,1324.7523,0.4637,0.0068,0.06986,0.4689,0
95,20030530.5,2452790,2452789.983,0.2904,1361.1899,0.4764,0.0068,0.061770000000000005,0.4804,1324.5183,0.4636,0.0068,0.1031,0.4749,0
96,20030531.5,2452791,2452790.857,0.1695,1361.3003,0.4765,0.0068,0.051570000000000005,0.4792,1324.2588,0.4635,0.0068,0.08248,0.4708,0
97,20030601.5,2452792,2452792.002,0.292,1361.2902,0.4765,0.0068,0.05068,0.4791,1323.7855,0.4633,0.0068,0.1434,0.485,0
98,20030602.5,2452793,2452793.087,0.2598,1361.1922,0.4764,0.0068,0.0588,0.48,1323.2674,0.4631,0.0068,0.1428,0.4847,0
99,20030603.5,2452794,2452794.042,0.2662,1361.0105,0.4764,0.0068,0.07943,0.4829,1322.7324,0.46299999999999997,0.0068,0.1617,0.4904,0
100,20030604.5,2452795,2452795.0209999997,0.2901,1360.9318,0.4763,0.0068,0.05185,0.4791,1322.3016,0.4628,0.0068,0.1262,0.4797,0
101,20030605.5,2452796,2452795.998,0.292,1360.8409,0.4763,0.0068,0.09068999999999999,0.4849,1321.8724,0.4627,0.0068,0.1787,0.496,0
102,20030606.5,2452797,2452797.141,0.2162,1360.5192,0.4762,0.0068,0.06163,0.4802,1321.1762,0.4624,0.0068,0.12,0.4777,0
103,20030607.5,2452798,2452798.012,0.2858,1360.4371,0.4762,0.0068,0.06411,0.4805,1320.8155,0.4623,0.0068,0.1384,0.4826,0
104,20030608.5,2452799,2452798.9869999997,0.2818,1360.1779999999999,0.4761,0.0068,0.1232,0.4917,1320.2596,0.4621,0.0068,0.2021,0.5044,0
105,20030609.5,2452800,2452799.977,0.292,1359.8754,0.47600000000000003,0.0068,0.08199,0.483,1319.6677,0.4619,0.0068,0.1566,0.4877,0
106,20030610.5,2452801,2452801.168,0.2696,1359.9299,0.47600000000000003,0.0068,0.06109,0.4799,1319.3745,0.4618,0.0068,0.059829999999999994,0.4656,0
107,20030611.5,2452802,2452802.01,0.2885,1360.2437,0.4761,0.0068,0.13699999999999998,0.4954,1319.442,0.4618,0.0068,0.06495,0.4664,0
108,20030612.5,2452803,2452802.998,0.2978,1360.7326,0.4763,0.0068,0.1374,0.4957,1319.6461,0.4619,0.0068,0.06601,0.4666,0
109,20030613.5,2452804,2452803.994,0.294,1361.1073,0.4764,0.0068,0.1218,0.4917,1319.7444,0.4619,0.0068,0.057589999999999995,0.4655,0
110,20030614.5,2452805,2452804.941,0.2927,1361.3953,0.4765,0.0068,0.0812,0.4834,1319.7789,0.4619,0.0068,0.05008,0.4646,0
111,20030615.5,2452806,2452806.003,0.2908,1361.5632,0.4765,0.0068,0.05089,0.4793,1319.6754,0.4619,0.0068,0.06456,0.4664,0
112,20030616.5,2452807,2452807.011,0.3084,1361.6379,0.4766,0.0068,0.05637999999999999,0.4799,1319.5033,0.4618,0.0068,0.08682999999999999,0.4699,0
113,20030617.5,2452808,2452808.056,0.2574,1361.6424,0.4766,0.0068,0.04829,0.479,1319.2633,0.4617,0.0068,0.08454,0.4694,0
114,20030618.5,2452809,2452808.984,0.2909,1361.515,0.4765,0.0068,0.07426,0.4823,1318.9311,0.4616,0.0068,0.1292,0.4794,0
115,20030619.5,2452810,2452809.883,0.21100000000000002,1361.2929,0.4765,0.0068,0.06694,0.4811,1318.5216,0.4615,0.0068,0.1018,0.4726,0
116,20030620.5,2452811,2452811.056,0.275,1361.0358,0.4764,0.0068,0.07594,0.4824,1318.0324,0.4613,0.0068,0.1213,0.47700000000000004,0
117,20030621.5,2452812,2452812.006,0.2884,1360.9754,0.4765,0.0068,0.05015,0.4791,1317.7908,0.4614,0.0068,0.0671,0.4662,0
118,20030622.5,2452813,2452812.999,0.2846,1361.0549,0.4765,0.0068,0.0599,0.4803,1317.6879,0.4613,0.0068,0.06065,0.4653,0
119,20030623.5,2452814,2452813.954,0.2856,1361.16,0.4765,0.0068,0.05244,0.4794,1317.6286,0.4613,0.0068,0.06932,0.4665,0
120,20030624.5,2452815,2452815.067,0.2895,1361.1687,0.4765,0.0068,0.05106,0.4793,1317.4648,0.4612,0.0068,0.058320000000000004,0.4649,0
121,20030625.5,2452816,2452816.009,0.2924,1361.1815,0.4765,0.0068,0.046439999999999995,0.4788,1317.3449,0.4612,0.0068,0.05885,0.4649,0
122,20030626.5,2452817,2452817.024,0.2863,1361.1901,0.4766,0.0068,0.0483,0.479,1317.2249,0.4612,0.0068,0.056589999999999994,0.4646,0
123,20030627.5,2452818,2452818.009,0.2829,1361.2146,0.4766,0.0068,0.05047,0.4792,1317.1388,0.4611,0.0068,0.061579999999999996,0.4652,0
124,20030628.5,2452819,2452818.994,0.2907,1361.1232,0.4765,0.0068,0.04846,0.479,1316.9554,0.4611,0.0068,0.05839,0.4647,0
125,20030629.5,2452820,2452819.984,0.2915,1361.1239,0.4765,0.0068,0.05395,0.4796,1316.8758,0.461,0.0068,0.062270000000000006,0.4652,0
126,20030630.5,2452821,2452820.9930000002,0.2909,1360.9902,0.4765,0.0068,0.060079999999999995,0.4803,1316.6805,0.461,0.0068,0.06866,0.4661,0
127,20030701.5,2452822,2452822.116,0.2551,1360.8524,0.4764,0.0068,0.07438,0.4822,1316.4924,0.4609,0.0068,0.07973999999999999,0.4678,0
128,20030702.5,2452823,2452823.012,0.2856,1360.7693,0.4764,0.0068,0.060610000000000004,0.4802,1316.3828,0.4609,0.0068,0.06262000000000001,0.4651,0
129,20030703.5,2452824,2452823.941,0.3114,1360.6015,0.4763,0.0068,0.1027,0.4873,1316.2032,0.4608,0.0068,0.1022,0.47200000000000003,0
130,20030704.5,2452825,2452825.008,0.2913,1360.3407,0.4763,0.0068,0.08067,0.483,1315.9468,0.4607,0.0068,0.0772,0.4671,0
131,20030705.5,2452826,2452825.998,0.2921,1360.3087,0.4762,0.0068,0.08497,0.4838,1315.9268,0.4607,0.0068,0.0865,0.4688,0
132,20030706.5,2452827,2452826.841,0.19399999999999998,1360.5069,0.4763,0.0068,0.07413,0.48200000000000004,1316.1381,0.4608,0.0068,0.07626000000000001,0.467,0
133,20030707.5,2452828,2452828.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
134,20030708.5,2452829,2452829.078,0.2408,1361.3728,0.4766,0.0068,0.08943,0.4849,1317.0724,0.4611,0.0068,0.09798,0.4714,0
135,20030709.5,2452830,2452829.9930000002,0.2958,1361.5966,0.4767,0.0068,0.05741,0.4801,1317.3452,0.4612,0.0068,0.06527999999999999,0.4658,0
136,20030710.5,2452831,2452830.99,0.2917,1361.5220000000002,0.4767,0.0068,0.08227000000000001,0.4837,1317.3438,0.4612,0.0068,0.062470000000000005,0.4654,0
137,20030711.5,2452832,2452832.003,0.293,1361.3963,0.4766,0.0068,0.05152,0.4794,1317.3037,0.4612,0.0068,0.054229999999999993,0.4644,0
138,20030712.5,2452833,2452833.01,0.2872,1361.3963,0.4766,0.0068,0.04986,0.4792,1317.3938,0.4612,0.0068,0.0601,0.4651,0
139,20030713.5,2452834,2452834.004,0.287,1361.4486,0.4766,0.0068,0.04138,0.4784,1317.5418,0.4613,0.0068,0.05975,0.4651,0
140,20030714.5,2452835,2452834.994,0.2867,1361.4606,0.4766,0.0068,0.05243,0.4795,1317.6587,0.4613,0.0068,0.06745,0.4662,0
141,20030715.5,2452836,2452836.062,0.2811,1361.4291,0.4766,0.0068,0.06841,0.4815,1317.751,0.4613,0.0068,0.0552,0.4646,0
142,20030716.5,2452837,2452837.006,0.2918,1361.2683,0.4766,0.0068,0.07923,0.4831,1317.7122,0.4613,0.0068,0.05239,0.4643,0
143,20030717.5,2452838,2452838.034,0.325,1361.0446,0.4765,0.0068,0.0871,0.4844,1317.6325,0.4613,0.0068,0.0542,0.4645,0
144,20030718.5,2452839,2452838.961,0.2738,1360.9031,0.4765,0.0068,0.09365,0.4856,1317.6275,0.4613,0.0068,0.06197999999999999,0.4654,0
145,20030719.5,2452840,2452839.9930000002,0.2882,1360.5188,0.4763,0.0068,0.1097,0.4888,1317.4129,0.4612,0.0068,0.0691,0.4664,0
146,20030720.5,2452841,2452840.991,0.2938,1360.2176,0.4762,0.0068,0.062279999999999995,0.4803,1317.2846,0.4612,0.0068,0.04203,0.4631,0
147,20030721.5,2452842,2452842.001,0.2936,1360.3909,0.4763,0.0068,0.1317,0.4941,1317.6296,0.4613,0.0068,0.1786,0.4947,0
148,20030722.5,2452843,2452843.078,0.2489,1360.8911,0.4764,0.0068,0.1168,0.4906,1318.3165,0.4615,0.0068,0.1585,0.488,0
149,20030723.5,2452844,2452844.0069999998,0.2872,1361.3020000000001,0.4766,0.0068,0.1071,0.4885,1318.9011,0.4617,0.0068,0.1586,0.4882,0
150,20030724.5,2452845,2452844.9869999997,0.2839,1361.4504,0.4766,0.0068,0.05242,0.4795,1319.2544,0.4619,0.0068,0.09252,0.47100000000000003,0
151,20030725.5,2452846,2452845.978,0.2908,1361.4365,0.4766,0.0068,0.04985,0.4792,1319.4660000000001,0.4619,0.0068,0.087,0.4701,0
152,20030726.5,2452847,2452847.005,0.287,1361.4641,0.4766,0.0068,0.04448,0.4787,1319.7407,0.462,0.0068,0.08467999999999999,0.4697,0
153,20030727.5,2452848,2452848.005,0.2907,1361.4485,0.4766,0.0068,0.051460000000000006,0.4794,1319.9818,0.4621,0.0068,0.08413999999999999,0.4697,0
154,20030728.5,2452849,2452849.1,0.278,1361.3568,0.4766,0.0068,0.0592,0.4803,1320.1905,0.4622,0.0068,0.06995,0.4675,0
155,20030729.5,2452850,2452850.045,0.2645,1361.3335,0.4766,0.0068,0.058679999999999996,0.4802,1320.4393,0.4623,0.0068,0.09317,0.4716,0
156,20030730.5,2452851,2452851.027,0.2877,1361.3053,0.4766,0.0068,0.049069999999999996,0.4791,1320.7086,0.4624,0.0068,0.09506,0.4721,0
157,20030731.5,2452852,2452851.992,0.297,1361.2798,0.4766,0.0068,0.05242,0.4795,1320.9892,0.4625,0.0068,0.09195,0.4715,0
158,20030801.5,2452853,2452853.144,0.2161,1361.2306,0.4766,0.0068,0.0526,0.4795,1321.3239999999998,0.4626,0.0068,0.1082,0.4751,0
159,20030802.5,2452854,2452854.0130000003,0.287,1361.3046,0.4766,0.0068,0.060020000000000004,0.4804,1321.6972,0.4627,0.0068,0.1102,0.4757,0
160,20030803.5,2452855,2452854.994,0.2832,1361.1270000000002,0.4765,0.0068,0.07164,0.4819,1321.8766,0.4628,0.0068,0.06602999999999999,0.4675,0
161,20030804.5,2452856,2452855.983,0.2915,1360.9685,0.4765,0.0068,0.07452,0.4823,1322.0904,0.4629,0.0068,0.07168,0.4684,0
162,20030805.5,2452857,2452857.055,0.2599,1360.7764,0.4764,0.0068,0.08932999999999999,0.4847,1322.3149,0.4629,0.0068,0.055439999999999996,0.4662,0
163,20030806.5,2452858,2452858.004,0.2985,1360.648,0.4764,0.0068,0.053610000000000005,0.4794,1322.565,0.46299999999999997,0.0068,0.11800000000000001,0.4778,0
164,20030807.5,2452859,2452859.011,0.2929,1360.5639999999999,0.4763,0.0068,0.0548,0.4795,1322.8901,0.4631,0.0068,0.09656,0.4731,0
165,20030808.5,2452860,2452859.989,0.2825,1360.5004,0.4763,0.0068,0.053570000000000007,0.4793,1323.2325,0.4633,0.0068,0.1376,0.4833,0
166,20030809.5,2452861,2452860.9930000002,0.2942,1360.7583,0.4764,0.0068,0.1235,0.4921,1323.906,0.4635,0.0068,0.2406,0.5222,0
167,20030810.5,2452862,2452862.011,0.3032,1361.1493,0.4765,0.0068,0.1142,0.49,1324.7233,0.4638,0.0068,0.2373,0.521,0
168,20030811.5,2452863,2452863.0069999998,0.2903,1361.4132,0.4766,0.0068,0.08113,0.4835,1325.4145,0.46399999999999997,0.0068,0.1942,0.503,0
169,20030812.5,2452864,2452864.083,0.2492,1361.5189,0.4767,0.0068,0.05192000000000001,0.4795,1325.9938,0.4642,0.0068,0.1272,0.4813,0
170,20030813.5,2452865,2452864.984,0.2895,1361.2034,0.4766,0.0068,0.1583,0.5022,1326.0918,0.4643,0.0068,0.05212000000000001,0.4672,0
171,20030814.5,2452866,2452865.87,0.2235,1360.9422,0.4765,0.0068,0.061579999999999996,0.4804,1326.2407,0.4643,0.0068,0.08785,0.4726,0
172,20030815.5,2452867,2452867.026,0.2936,1360.8795,0.4764,0.0068,0.060110000000000004,0.4802,1326.7144,0.4645,0.0068,0.17600000000000002,0.4967,0
173,20030816.5,2452868,2452868.005,0.2894,1361.0553,0.4765,0.0068,0.07636,0.4826,1327.3466,0.4647,0.0068,0.1984,0.5053,0
174,20030817.5,2452869,2452869.025,0.2878,1361.3566,0.4766,0.0068,0.1093,0.489,1328.1285,0.465,0.0068,0.2396,0.5231,0
175,20030818.5,2452870,2452870.004,0.2922,1361.5605,0.4767,0.0068,0.061189999999999994,0.4806,1328.8038,0.4652,0.0068,0.1806,0.499,0
176,20030819.5,2452871,2452871.0409999997,0.282,1361.5882,0.4767,0.0068,0.061239999999999996,0.4806,1329.3445,0.4654,0.0068,0.1165,0.4798,0
