,y,x
0,5073309201.704884,0.0
1,5072946376.080184,0.011111111111111112
2,5072558817.96916,0.022222222222222223
3,5072281399.901857,0.03333333333333333
4,5072297455.283365,0.044444444444444446
5,5072678647.943907,0.05555555555555556
6,5073355407.964608,0.06666666666666667
7,5074016569.507555,0.07777777777777778
8,5074691645.534133,0.08888888888888889
9,5075240468.842179,0.1
10,5075643657.71849,0.11111111111111112
11,5075741858.238029,0.12222222222222223
12,5075643929.269545,0.13333333333333333
13,5075427183.775444,0.14444444444444446
14,5075037840.418612,0.15555555555555556
15,5074432108.816011,0.16666666666666669
16,5073810864.450098,0.17777777777777778
17,5073263095.072638,0.18888888888888888
18,5072835126.829108,0.2
19,5072470714.606805,0.2111111111111111
20,5072142300.809357,0.22222222222222224
21,5071959929.321123,0.23333333333333334
22,5071902330.419405,0.24444444444444446
23,5071982234.04856,0.2555555555555556
24,5072234562.05195,0.26666666666666666
25,5072449989.206764,0.2777777777777778
26,5072662466.618329,0.2888888888888889
27,5072760355.06933,0.3
28,5072889469.982621,0.3111111111111111
29,5073077999.268945,0.32222222222222224
30,5073238917.0665865,0.33333333333333337
31,5073348939.191047,0.34444444444444444
32,5073305792.529229,0.35555555555555557
33,5073104069.9292755,0.3666666666666667
34,5072790241.796586,0.37777777777777777
35,5072288509.765996,0.3888888888888889
36,5071727540.344618,0.4
37,5071083543.670744,0.41111111111111115
38,5070364903.982376,0.4222222222222222
39,5069761921.58282,0.43333333333333335
40,5069342492.160781,0.4444444444444445
41,5069120806.559971,0.45555555555555555
42,5069089338.799712,0.4666666666666667
43,5069090921.880258,0.4777777777777778
44,5069056124.638709,0.48888888888888893
45,5069103176.929508,0.5
46,5069253191.082699,0.5111111111111112
47,5069449750.322552,0.5222222222222223
48,5069779859.299055,0.5333333333333333
49,5070371337.736779,0.5444444444444445
50,5071260780.1641035,0.5555555555555556
51,5072388516.897219,0.5666666666666667
52,5073617034.972387,0.5777777777777778
53,5074886984.338096,0.5888888888888889
54,5076161391.712964,0.6
55,5077279359.850453,0.6111111111111112
56,5077961512.95472,0.6222222222222222
57,5078179061.805239,0.6333333333333333
58,5078199200.514778,0.6444444444444445
59,5077928216.303222,0.6555555555555556
60,5077366734.15219,0.6666666666666667
61,5076751643.303299,0.6777777777777778
62,5076054415.293062,0.6888888888888889
63,5075497457.884493,0.7000000000000001
64,5074908857.165317,0.7111111111111111
65,5074428839.158339,0.7222222222222222
66,5074057895.245438,0.7333333333333334
67,5073823554.557307,0.7444444444444445
68,5073614320.891732,0.7555555555555555
69,5073425781.019044,0.7666666666666667
70,5073354297.341907,0.7777777777777778
71,5073347352.158523,0.788888888888889
72,5073451502.473759,0.8
73,5073714791.264835,0.8111111111111111
74,5074134700.53949,0.8222222222222223
75,5074530642.871839,0.8333333333333334
76,5074849004.24198,0.8444444444444444
77,5075029632.759,0.8555555555555556
78,5075069138.788364,0.8666666666666667
79,5075080819.191812,0.8777777777777778
80,5075075844.529581,0.888888888888889
81,5074993691.879464,0.9
82,5074736773.501059,0.9111111111111111
83,5074408330.507219,0.9222222222222223
84,5074170097.569586,0.9333333333333333
85,5073955070.083792,0.9444444444444445
86,5073866431.999267,0.9555555555555556
87,5073788406.642521,0.9666666666666667
88,5073701312.390304,0.9777777777777779
89,5073527217.663731,0.9888888888888889
