,y,x
0,4508948700.232254,0.0
1,4506830886.785671,0.011111111111111112
2,4505736866.4481535,0.022222222222222223
3,4504853710.731871,0.03333333333333333
4,4506326849.494687,0.044444444444444446
5,4507123778.105643,0.05555555555555556
6,4509099004.660704,0.06666666666666667
7,4511234671.310924,0.07777777777777778
8,4513629533.480371,0.08888888888888889
9,4515785412.606205,0.1
10,4518776421.2720175,0.11111111111111112
11,4522671531.073557,0.12222222222222223
12,4526086647.5438595,0.13333333333333333
13,4529942286.86608,0.14444444444444446
14,4534743793.552656,0.15555555555555556
15,4539974663.806269,0.16666666666666669
16,4544266389.977662,0.17777777777777778
17,4548520089.657497,0.18888888888888888
18,4552381627.60666,0.2
19,4556136136.197127,0.2111111111111111
20,4559926579.510829,0.22222222222222224
21,4562565881.410369,0.23333333333333334
22,4565086128.530445,0.24444444444444446
23,4566674594.920298,0.2555555555555556
24,4567955999.38692,0.26666666666666666
25,4569143828.065674,0.2777777777777778
26,4569887349.127392,0.2888888888888889
27,4570186285.451045,0.3
28,4570503278.641725,0.3111111111111111
29,4570975397.089561,0.32222222222222224
30,4571069938.463372,0.33333333333333337
31,4571529870.888614,0.34444444444444444
32,4571932446.912579,0.35555555555555557
33,4572182349.993361,0.3666666666666667
34,4571155377.946149,0.37777777777777777
35,4569924552.738363,0.3888888888888889
36,4567187708.050879,0.4
37,4563641197.654036,0.41111111111111115
38,4558822372.768522,0.4222222222222222
39,4554128187.603415,0.43333333333333335
40,4548557004.109385,0.4444444444444445
41,4542918664.913863,0.45555555555555555
42,4537640182.49515,0.4666666666666667
43,4532549594.514339,0.4777777777777778
44,4527953257.193565,0.48888888888888893
45,4522819014.760875,0.5
46,4518593449.644347,0.5111111111111112
47,4514455997.9189005,0.5222222222222223
48,4510908498.790339,0.5333333333333333
49,4508800497.297364,0.5444444444444445
50,4507057900.827894,0.5555555555555556
51,4505920307.482535,0.5666666666666667
52,4506358897.323301,0.5777777777777778
53,4507446507.065315,0.5888888888888889
54,4509723290.112626,0.6
55,4512069215.228543,0.6111111111111112
56,4515048639.001064,0.6222222222222222
57,4518101967.951855,0.6333333333333333
58,4521504541.154986,0.6444444444444445
59,4525142328.964557,0.6555555555555556
60,4529163894.184211,0.6666666666666667
61,4532949432.924424,0.6777777777777778
62,4535841454.274318,0.6888888888888889
63,4539194255.147786,0.7000000000000001
64,4542388568.035103,0.7111111111111111
65,4545264998.779951,0.7222222222222222
66,4547658295.594097,0.7333333333333334
67,4549530495.035145,0.7444444444444445
68,4550276632.4491415,0.7555555555555555
69,4551170236.524836,0.7666666666666667
70,4551680901.662177,0.7777777777777778
71,4551403717.791672,0.788888888888889
72,4551622415.632006,0.8
73,4551379466.176139,0.8111111111111111
74,4551121866.349456,0.8222222222222223
75,4551022668.49631,0.8333333333333334
76,4550305318.313881,0.8444444444444444
77,4549135697.36984,0.8555555555555556
78,4547592070.956965,0.8666666666666667
79,4546023918.020112,0.8777777777777778
80,4543445067.6609535,0.888888888888889
81,4540240410.104489,0.9
82,4535996507.178944,0.9111111111111111
83,4531692218.137964,0.9222222222222223
84,4527362049.661437,0.9333333333333333
85,4522783786.392543,0.9444444444444445
86,4519252546.597579,0.9555555555555556
87,4516325324.427338,0.9666666666666667
88,4513414312.842915,0.9777777777777779
89,4511068779.818681,0.9888888888888889
